Index,Subject,Course Number,Title,Section,CRN,Instructor,A,A-,A+,AU,B,B-,B+,C,C-,C+,D,D-,D+,E,F,I,N,P,PI,S,SI,U,W,WF,Course
268,EDPS,21100,Law Policy Ethical Guidelines,3,32427,Whitford| Denise K.,0.55,0.25,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,EDPS 21100
269,EDPS,31500,Collab Leader: Interpersonal,1,10340,May| Katharine A.,0.18,0.05,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDPS 31500
270,EDPS,31500,Collab Leader: Interpersonal,5,28897,Bowen| Jessica R.,0.08,0.24,0.4,0,0,0,0.04,0,0.04,0,0,0,0,0,0.08,0,0,0.04,0,0,0,0,0.08,0,EDPS 31500
271,EDPS,31500,Collab Leader: Interpersonal,6,30195,Hoxsey| Abigail M.,0.22,0.13,0.57,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDPS 31500
272,EDPS,31500,Collab Leader: Interpersonal,8,30381,Casebeer| Elizabeth C.,0.75,0.08,0,0,0.04,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,EDPS 31500
273,EDPS,31500,Collab Leader: Interpersonal,9,32414,Contreras| Stephanie A.,0.4,0.1,0.2,0,0,0,0.15,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,EDPS 31500
274,EDPS,36201,Positive Behavioral Supports,1,31216,Smith| Jennifer E.,0.27,0.05,0.5,0,0,0.09,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,EDPS 36201
275,EDPS,53100,Introduction To Measurement,1,28848,Traynor| Anne,0.07,0.07,0.53,0,0.07,0,0.07,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,EDPS 53100
276,EDPS,55600,Quantitative Data Analysis I,2,27254,Gipson| John A.,0.57,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,EDPS 55600
277,EDPS,55600,Quantitative Data Analysis I,5,14467,Gipson| John A.,0.6,0.33,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDPS 55600
278,EDPS,60700,Mixed Methods Res Designs &App,2,31213,Olenchak| F R.,0.36,0.07,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,EDPS 60700
279,EDST,20010,Educational Policies And Laws,1,31065,Rienstra-Kiracofe| Christine S.,0.38,0.11,0.08,0,0.14,0,0,0.08,0,0,0,0.03,0,0,0.11,0,0,0,0,0,0,0,0.08,0,EDST 20010
280,ENGL,10600,First-Year Composition,46,30494,Brewer| Joshua A.,0.53,0.07,0.13,0,0.07,0,0,0.07,0,0.07,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,ENGL 10600
281,ENGL,10600,First-Year Composition,47,30495,Hughes| Jennifer J.,0.64,0,0,0,0.29,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 10600
282,ENGL,10600,First-Year Composition,49,30514,Rosell| Carla B.,0.07,0.33,0,0,0.2,0.07,0.2,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,ENGL 10600
283,ENGL,10600,First-Year Composition,50,30515,Rosell| Carla B.,0.2,0.13,0,0,0.07,0.13,0.13,0,0.07,0.13,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,ENGL 10600
284,ENGL,10600,First-Year Composition,Y01,11037,Johnson| Michael D.,0.18,0.29,0,0,0.18,0.18,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,ENGL 10600
285,ENGL,10600,First-Year Composition,Y02,11038,Hall| Kailyn S.,0.32,0.16,0,0,0.21,0.05,0.21,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 10600
286,ENGL,10600,First-Year Composition,Y03,11039,Yerace| Marisa E.,0.15,0.1,0.4,0,0.05,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,ENGL 10600
287,ENGL,10600,First-Year Composition,Y04,13166,Wolfe| Monica C.,0.16,0,0.53,0,0.11,0,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,ENGL 10600
288,ENGL,10600,First-Year Composition,Y05,13324,Deptula| Adrianna M.,0.37,0.16,0.32,0,0.11,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 10600
289,ENGL,10600,First-Year Composition,Y06,13435,Bergman| Rochel S.,0.16,0.16,0.16,0,0.16,0,0.11,0,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,ENGL 10600
290,ENGL,10600,First-Year Composition,Y07,13954,Beck| Robert S.,0.24,0.24,0,0,0.12,0.12,0.12,0,0.06,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,ENGL 10600
291,ENGL,10600,First-Year Composition,Y08,14096,Akinwale| Toluwalase P.,0.18,0.47,0.06,0,0.06,0.12,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 10600
292,ENGL,10600,First-Year Composition,Y09,14203,Bryans| Marisa J.,0.55,0.15,0.15,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,ENGL 10600
293,ENGL,10600,First-Year Composition,Y10,14253,Berchtold| Jessica E.,0.47,0.05,0,0,0.11,0.11,0.11,0.05,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 10600
294,ENGL,10600,First-Year Composition,Y11,32547,Krumrie| Cody W.,0.58,0,0,0,0.16,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,ENGL 10600
295,ENGL,10600,First-Year Composition,YI1,14513,Truman| Erik K.,0.83,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,ENGL 10600
296,ENGL,10600,First-Year Composition,YI2,14753,Wang| Qian,0.09,0.27,0.36,0,0,0,0.09,0,0,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,ENGL 10600
297,ENGL,10600,First-Year Composition,YI3,32271,Parkison| Shawn R.,0.09,0.09,0.09,0,0.18,0.18,0.18,0,0,0.09,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,ENGL 10600
298,ENGL,20500,Intro Creative Writing,Y01,22389,Epps| Cassius R.,0,0.06,0.75,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 20500
299,ENGL,20500,Intro Creative Writing,Y02,22390,DePanise| Emma K.,0.06,0.06,0.63,0,0.06,0.06,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,ENGL 20500
300,ENGL,23800,Intro To Fiction,1,11173,David| Marlo D.,0.3,0.05,0.35,0,0.05,0.05,0.05,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,ENGL 23800
301,ENGL,23800,Intro To Fiction,2,32018,Morgenstern| Matthew R.,0.39,0.08,0,0,0.08,0.08,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,ENGL 23800
302,ENGL,23800,Intro To Fiction,3,32019,Anderson| Alexandra M.,0.31,0.15,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,ENGL 23800
303,ENGL,23800,Intro To Fiction,Y03,11104,Kim| Na Rim,0.24,0.06,0.41,0,0,0.12,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 23800
304,ENGL,28600,The Movies,Y01,10446,Abad| Jason M.,0.22,0.26,0,0,0.13,0.09,0.13,0,0,0.09,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,ENGL 28600
305,ENGL,31600,Craft Of Fiction,1,29876,Gray| Casey M.,0.57,0.21,0.14,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 31600
306,ENGL,33000,Games And Diversity,Y01,11063,Blackmon| Samantha,0.89,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 33000
307,ENGL,36000,Gender And Literature,2,32910,Pearson| Emily M.,0.36,0.18,0.18,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,ENGL 36000
308,ENGL,42000,Business Writing,2,32022,Ricks| Antony N.,0,0.25,0.25,0,0.08,0,0.17,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.17,0,ENGL 42000
309,ENGL,42000,Business Writing,E01,32272,Defrench| Melissa K.,0.09,0.09,0.64,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42000
310,ENGL,42000,Business Writing,Y01,11820,Ghafoor| Maryam A.,0.37,0.21,0.16,0,0.05,0,0.05,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,ENGL 42000
311,ENGL,42000,Business Writing,Y02,11821,Ghafoor| Maryam A.,0.55,0.15,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42000
312,ENGL,42000,Business Writing,Y03,11822,Ricks| Antony N.,0.19,0,0.19,0,0.06,0.13,0.06,0,0.06,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.19,0,ENGL 42000
313,ENGL,42000,Business Writing,Y04,22388,Chen| Jianfen,0.25,0,0.45,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0.1,0,ENGL 42000
314,ENGL,42000,Business Writing,Y05,23772,Tompkins| John C.,0.75,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,ENGL 42000
315,ENGL,42000,Business Writing,Y06,11085,Tompkins| John C.,0.85,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,ENGL 42000
316,ENGL,42000,Business Writing,Y07,25620,Wegener| Susan E.,0.05,0.05,0.7,0,0,0,0.1,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,ENGL 42000
317,ENGL,42000,Business Writing,Y08,11087,Wegener| Susan E.,0.05,0,0.8,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,ENGL 42000
318,ENGL,42000,Business Writing,Y09,29047,Milliren| Kaden C.,0.75,0.15,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42000
319,ENGL,42000,Business Writing,Y13,14506,Lark| Jolene B.,0.1,0.1,0.65,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,ENGL 42000
320,ENGL,42000,Business Writing,Y14,28949,Nestor Babcock| Sarah,0.35,0.35,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,ENGL 42000
321,ENGL,42000,Business Writing,Y15,28950,Jendrzey| Elizabeth A.,0.24,0,0.65,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42000
322,ENGL,42000,Business Writing-Honors,E01,32272,Defrench| Melissa K.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42000
323,ENGL,42100,Technical Writing,10,31202,Caddell| Alison M.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGL 42100
324,ENGL,42100,Technical Writing,Y01,11830,Bailey| Rachael D.,0.13,0.13,0,0,0.06,0.13,0.19,0,0.13,0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,ENGL 42100
325,ENGL,42100,Technical Writing,Y02,11832,Bailey| Rachael D.,0.06,0.17,0,0,0.33,0.11,0.06,0.06,0.06,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0.06,ENGL 42100
326,ENGL,42100,Technical Writing,Y03,20842,Clark| Tracy L.,0.05,0.11,0.16,0,0.21,0.05,0.26,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0.05,0,ENGL 42100
327,ENGL,42100,Technical Writing,Y04,16335,Clark| Tracy L.,0.06,0.18,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.12,0,ENGL 42100
328,ENGL,42100,Technical Writing,Y05,22391,Weech| Shelton M.,0.2,0.35,0,0,0.1,0.05,0.2,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,ENGL 42100
329,ENGL,42100,Technical Writing,Y15,14507,Baker| Holly T.,0.5,0.06,0.11,0,0,0.06,0,0.06,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0.11,0,ENGL 42100
330,ENGL,42100,Technical Writing,Y16,28952,Baker| Holly T.,0.28,0.17,0.17,0,0.22,0.06,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,ENGL 42100
331,ENGR,13100,Trans Ideas To Innovation I,1,25678,Mcfall| Gary T.,0.59,0.25,0,0,0.02,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENGR 13100
332,ENGR,13100,Trans Ideas To Innovation I,3,29814,Tan| Li,0.39,0.36,0,0,0.03,0.06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,ENGR 13100
333,ENGR,13200,Trans Ideas To Innovation II,2,29524,Wible| Kathleen J.,0.24,0.25,0,0,0.1,0.06,0.21,0.03,0.01,0.04,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,ENGR 13200
334,ENGR,19500,Intro To Engr Disciplines,2,27289,Aguilar| Jeannete G.,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,ENGR 19500
335,ENGR,39799,GEARE Domestic Internship,1,24740,Montalvo| Francisco J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENGR 39799
336,ENGR,69199,Pro Prac Grad Co-Op I,1,24742,Strickland| Jennifer N.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENGR 69199
337,ENGR,69199,Pro Prac Grad Co-Op I,2,10980,Vandevoorde| Eric A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.03,0,ENGR 69199
338,ENGR,69299,Pro Prac Grad Co-Op II,2,10981,Vandevoorde| Eric A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENGR 69299
339,ENGR,69699,Pro Prac Grad Intern,1,11067,Strickland| Jennifer N.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.02,0,0.02,0,ENGR 69699
340,ENTR,20000,Intro Entr & Innov,2,14412,Reiff| Mark A.,0.15,0.08,0.69,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,ENTR 20000
341,ENTR,20000,Intro Entr & Innov,3,15189,Lutz| Dora L.,0.3,0.09,0.52,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,ENTR 20000
342,ENTR,31000,Mktg Mgmt For New Ventures,2,14413,Davis| Rick B.,0.55,0.36,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTR 31000
343,ENTR,31000,Mktg Mgmt For New Ventures,3,15379,Paden| Bob,0.23,0.14,0.36,0,0,0.09,0.09,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTR 31000
344,ENTR,39699,Interns For Indiana Experience,I01,29337,Francis| Patrick M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENTR 39699
345,ENTR,46000,Internship And Career Prep,3,10460,Leeker| Steven J.,0.1,0.03,0.79,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,ENTR 46000
346,FNR,12500,Environmental Scienc & Conserv,1,10129,Dunning| John B.,0.19,0.19,0.1,0,0.05,0.05,0.19,0.14,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,FNR 12500
347,FNR,37010,Natural Resources Practicum,1,28963,Farlee| Lenny D.,0.28,0.48,0.08,0,0.05,0.02,0.09,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,FNR 37010
348,FNR,37050,Forest Habitats & Comm Pract,1,28964,Flaherty| Elizabeth A.,0.59,0.14,0.21,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FNR 37050
349,FNR,37100,Fish&Aquatic Practicum,1,28965,Brown| Paul B.,0.54,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FNR 37100
350,FNR,37200,Forestry Practicum,1,28966,Creech| Stephen W.,0.23,0.23,0.23,0,0.15,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FNR 37200
351,FNR,37300,Wildlife Practicum,1,28967,Creech| Stephen W.,0.24,0.26,0.16,0,0.24,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FNR 37300
352,FR,10100,French Level I,1,12087,Duthoit| Juliette D.,0.09,0.09,0.64,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.09,0,FR 10100
353,FR,10200,French Level II,1,12088,Adewuyi| Roseline A.,0.17,0.17,0,0,0.06,0.11,0.11,0,0.06,0.06,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0.17,0,FR 10200
354,FR,20100,French Level III,2,14434,Jouin| Gwenael B.,0.29,0.14,0,0,0.07,0,0.07,0,0.07,0.14,0,0.07,0,0,0.07,0,0,0,0,0,0,0,0.07,0,FR 20100
355,FR,20200,French Level IV,1,29083,Adigun| Doyin Y.,0.31,0,0.08,0,0,0.15,0.15,0.08,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,FR 20200
356,FVS,33600,Screenwriting,1,31410,Sklar| Jeremy F.,0.18,0.18,0.55,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FVS 33600
357,GER,10100,German Level I,3,11663,Baumer| Jason E.,0.5,0,0,0,0.25,0,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,GER 10100
358,GER,10100,German Level I,9,31409,Hinkel| Irina A.,0.46,0,0.09,0,0,0.18,0.09,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.09,0,GER 10100
359,GER,10200,German Level II,4,12098,Kroninger| Andrew Y.,0.33,0.33,0.07,0,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,GER 10200
360,GER,20100,German Level III,1,29502,Preston| Kailey S.,0.47,0.2,0,0,0.07,0.07,0.07,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,GER 20100
361,GER,28000,Beer & Brewing In Ger Cul,1,23807,Sundquist| John D.,0.64,0.18,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GER 28000
362,GRAD,59000,Grant Writing Light,5,31273,Nielsen| Lisa R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GRAD 59000
363,GRAD,59000,Program Management,OL1,31438,Springer| Mitchell L.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRAD 59000
364,GRAD,69900,Research PhD Thesis,8,24428,Cannon| Jason R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GRAD 69900
365,GS,11900,Intro Acad Prog-Purdue,1,14803,Barr| Jaimee I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.89,0,0,0,0,0,0,GS 11900
366,GS,11900,Intro Acad Prog-Purdue,2,32341,Gipson| John A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GS 11900
367,GS,11900,Intro Acad Prog-Purdue,3,32342,Pratt| Kathryn L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.93,0,0,0,0,0.02,0,GS 11900
368,GS,12000,Summer Start Seminar,4,12022,McKay| Allison L.,0.54,0,0,0,0.31,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
369,GS,12000,Summer Start Seminar,5,12027,Allison| Morgan B.,0.53,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
370,GS,12000,Summer Start Seminar,11,13714,Ivey| David J.,0.88,0,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
371,GS,12000,Summer Start Seminar,15,10439,Stubbs| Allison M.,0.56,0,0,0,0.28,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
372,GS,12000,Summer Start Seminar,18,15387,Ivey| David J.,0.73,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,GS 12000
373,GS,12000,Summer Start Seminar,23,29667,Dufault| Sean G.,0.86,0,0,0,0.06,0,0,0.05,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,GS 12000
374,GS,12000,Summer Start Seminar,27,32177,Allison| Morgan B.,0.55,0,0,0,0.18,0,0,0.09,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,GS 12000
375,GS,12000,Summer Start Seminar,28,32178,McKay| Allison L.,0.64,0,0,0,0.29,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
376,GS,12000,Summer Start Seminar,29,32187,Barr| Jaimee I.,0.83,0,0,0,0.08,0,0,0.06,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
377,GS,12000,Summer Start Seminar,30,32188,Pratt| Kathryn L.,0.71,0,0,0,0.21,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GS 12000
378,GS,19501,Preparing For UG Research Expr,3,15433,Sadler| James J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.95,0,0,0,0,0.01,0,GS 19501
379,GS,19501,Preparing For UG Research Expr,4,30638,Sadler| James J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.89,0,0,0,0,0,0,GS 19501
380,GS,22000,Asians&Asian Amer Populr Cltrl,2,32052,Sari| Pamela K.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.15,0,GS 22000
381,GS,22000,Calculus For HS Students,4,32522,Nuguid| Maria Eloisa C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.93,0,0,0,0,0.04,0,GS 22000
382,GS,22000,Pre-Calculus For HS,3,32521,Martinez| Benito A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GS 22000
383,GS,22000,Thomora Black Arts Workshop,1,32051,Caise| William P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0.22,0,GS 22000
384,HDFS,20100,Intro Family Processes,1,10065,Anderson| Kirsten L.,0.22,0.06,0.33,0,0.06,0.11,0,0.06,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,HDFS 20100
385,HDFS,21000,Intro Human Devlpment,1,10009,Friedman| Elliot M.,0.26,0.2,0.3,0,0.11,0,0.11,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDFS 21000
386,HDFS,28000,Divrsty Individual & Fam Life,2,23671,Robertson| Olivia C.,0.21,0.21,0.07,0,0.1,0.14,0.07,0,0,0.07,0,0,0.03,0,0.03,0.03,0,0.03,0,0,0,0,0,0,HDFS 28000
387,HDFS,31100,Child Development,1,25785,Nichols| Deborah L.,0.29,0.07,0.36,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDFS 31100
388,HDFS,33000,Sexuality And Family Life,1,10496,Elias| Cezanne M.,0.79,0.07,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDFS 33000
389,HIST,10300,Intro To Medieval Wrld,Y01,22231,Mitchell| Silvia Z.,0.06,0.19,0.03,0,0.13,0.09,0.09,0.09,0.03,0.06,0,0,0.03,0,0.06,0,0,0,0,0,0,0,0.13,0,HIST 10300
390,HIST,10400,Intro To Modern World,1,32586,Walkama| Annalise R.,0.29,0.14,0,0,0.24,0.14,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIST 10400
391,HIST,10500,Global History,Y01,23768,Bhattacharya| Tithi,0.19,0.13,0.38,0,0,0,0,0.13,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,HIST 10500
392,HIST,15100,Amer Hist To 1877,Y01,22842,Barr| Erin C.,0.04,0.17,0.09,0,0.13,0.06,0.23,0.04,0,0.09,0.02,0.02,0,0,0.06,0,0,0,0,0,0,0,0.04,0,HIST 15100
393,HIST,15200,U S Since 1877,1,10075,Bynum| Cornelius L.,0.21,0.25,0.46,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIST 15200
394,HIST,15200,U S Since 1878,Y01,10272,Bynum| Cornelius L.,0.11,0.22,0.19,0,0.11,0.06,0,0.11,0.03,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,0.08,0,HIST 15200
395,HIST,35000,Science & Society In 20th Cent,Y01,27730,Bouquet| Dorothee M.,0.26,0.19,0.05,0,0.12,0.07,0.09,0,0.02,0.02,0,0,0,0,0.05,0,0.02,0.02,0,0,0,0,0.09,0,HIST 35000
396,HIST,35100,Second World War,1,14383,Roberts| Randy W.,0.13,0.4,0,0,0.1,0.03,0.28,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,HIST 35100
397,HIST,35500,American Military Aff,1,28802,Jones| Trenton C.,0.04,0.08,0.04,0,0.32,0.12,0.24,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,HIST 35500
398,HIST,37100,Society & Rock & Roll,Y01,11136,Guberman| Daniel A.,0.33,0.27,0.14,0,0.1,0.02,0.08,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,HIST 37100
399,HIST,37100,Society & Rock & Roll-Honors,Y01,11136,Guberman| Daniel A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIST 37100
400,HIST,37700,Hist & Cult Native Am,1,11086,Marsh| Dawn G.,0.33,0,0,0,0.33,0,0,0.17,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.04,0.04,HIST 37700
401,HK,10000,Foundations Of Kinesiology,1,28787,Blankenship| Bonnie T.,0.22,0.11,0,0,0.11,0.28,0.11,0.06,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,HK 10000
402,HK,30800,Athletic Health Care,1,31725,Lawrance| Scott E.,0.75,0.06,0,0,0,0.06,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HK 30800
